"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Place of Death"	"Place of Death Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Other"	"7"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	32	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Other"	"7"	"Interstitial pulmonary disease, unspecified"	"J84.9"	15	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	"Other"	"7"			626	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2019"	"2019"					9472	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	38	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	32	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Influenza with pneumonia, virus not identified"	"J11.0"	32	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	22	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Viral pneumonia, unspecified"	"J12.9"	12	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	13	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Pneumonia due to staphylococcus"	"J15.2"	12	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Bacterial pneumonia, unspecified"	"J15.9"	48	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Lobar pneumonia, unspecified"	"J18.1"	24	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Pneumonia, unspecified"	"J18.9"	715	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Emphysema, unspecified"	"J43.9"	39	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	331	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	114	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	696	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Asthma, unspecified"	"J45.9"	31	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Bronchiectasis"	"J47"	15	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Pneumonitis due to food and vomit"	"J69.0"	317	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Adult respiratory distress syndrome"	"J80"	36	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Pulmonary oedema"	"J81"	24	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	121	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Interstitial pulmonary disease, unspecified"	"J84.9"	67	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Pleural effusion, not elsewhere classified"	"J90"	22	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Pneumothorax, unspecified"	"J93.9"	11	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Acute respiratory failure"	"J96.0"	51	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Chronic respiratory failure"	"J96.1"	39	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Respiratory failure, unspecified"	"J96.9"	49	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"	"Other disorders of lung"	"J98.4"	18	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Inpatient"	"1"			3049	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Outpatient or ER"	"2"	"Pneumonia, unspecified"	"J18.9"	52	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Outpatient or ER"	"2"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	15	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Outpatient or ER"	"2"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	13	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Outpatient or ER"	"2"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	200	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Outpatient or ER"	"2"	"Asthma, unspecified"	"J45.9"	24	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Outpatient or ER"	"2"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	22	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Medical Facility - Outpatient or ER"	"2"			408	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Decedent's home"	"4"	"Pneumonia, unspecified"	"J18.9"	54	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Decedent's home"	"4"	"Emphysema, unspecified"	"J43.9"	87	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Decedent's home"	"4"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	82	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Decedent's home"	"4"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	48	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Decedent's home"	"4"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	16	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Decedent's home"	"4"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1879	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Decedent's home"	"4"	"Asthma, unspecified"	"J45.9"	51	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Decedent's home"	"4"	"Bronchiectasis"	"J47"	23	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Decedent's home"	"4"	"Pneumonitis due to food and vomit"	"J69.0"	10	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Decedent's home"	"4"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	187	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Decedent's home"	"4"	"Interstitial pulmonary disease, unspecified"	"J84.9"	26	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Decedent's home"	"4"	"Chronic respiratory failure"	"J96.1"	21	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Decedent's home"	"4"	"Respiratory failure, unspecified"	"J96.9"	12	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Decedent's home"	"4"	"Other disorders of lung"	"J98.4"	20	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Decedent's home"	"4"			2583	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Hospice facility"	"5"	"Bacterial pneumonia, unspecified"	"J15.9"	13	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Hospice facility"	"5"	"Pneumonia, unspecified"	"J18.9"	199	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Hospice facility"	"5"	"Emphysema, unspecified"	"J43.9"	24	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Hospice facility"	"5"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	177	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Hospice facility"	"5"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	22	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Hospice facility"	"5"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1058	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Hospice facility"	"5"	"Pneumonitis due to food and vomit"	"J69.0"	80	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Hospice facility"	"5"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	99	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Hospice facility"	"5"	"Interstitial pulmonary disease, unspecified"	"J84.9"	21	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Hospice facility"	"5"	"Acute respiratory failure"	"J96.0"	16	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Hospice facility"	"5"	"Chronic respiratory failure"	"J96.1"	13	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Hospice facility"	"5"	"Respiratory failure, unspecified"	"J96.9"	11	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Hospice facility"	"5"	"Other disorders of lung"	"J98.4"	15	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Hospice facility"	"5"			1826	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Nursing home/long term care"	"6"	"Pneumonia, unspecified"	"J18.9"	57	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Nursing home/long term care"	"6"	"Emphysema, unspecified"	"J43.9"	16	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Nursing home/long term care"	"6"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	41	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Nursing home/long term care"	"6"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	15	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Nursing home/long term care"	"6"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	556	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Nursing home/long term care"	"6"	"Pneumonitis due to food and vomit"	"J69.0"	22	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Nursing home/long term care"	"6"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	22	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Nursing home/long term care"	"6"	"Chronic respiratory failure"	"J96.1"	10	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Nursing home/long term care"	"6"			794	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Other"	"7"	"Pneumonia, unspecified"	"J18.9"	34	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Other"	"7"	"Emphysema, unspecified"	"J43.9"	17	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Other"	"7"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	25	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Other"	"7"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	12	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Other"	"7"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	358	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Other"	"7"	"Asthma, unspecified"	"J45.9"	10	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Other"	"7"	"Pneumonitis due to food and vomit"	"J69.0"	26	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Other"	"7"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	38	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2020"	"2020"	"Other"	"7"			576	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2020"	"2020"					9241	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Other viral pneumonia"	"J12.8"	11	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Pneumonia due to Pseudomonas"	"J15.1"	20	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Bacterial pneumonia, unspecified"	"J15.9"	37	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Lobar pneumonia, unspecified"	"J18.1"	17	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Pneumonia, unspecified"	"J18.9"	752	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Emphysema, unspecified"	"J43.9"	41	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	340	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	120	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	626	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Asthma, unspecified"	"J45.9"	30	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Bronchiectasis"	"J47"	12	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Pneumonitis due to food and vomit"	"J69.0"	344	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Adult respiratory distress syndrome"	"J80"	32	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Pulmonary oedema"	"J81"	13	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	144	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Interstitial pulmonary disease, unspecified"	"J84.9"	84	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Pleural effusion, not elsewhere classified"	"J90"	40	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Pneumothorax, unspecified"	"J93.9"	18	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Acute respiratory failure"	"J96.0"	46	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Chronic respiratory failure"	"J96.1"	47	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Respiratory failure, unspecified"	"J96.9"	42	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"	"Other disorders of lung"	"J98.4"	18	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Inpatient"	"1"			2963	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Outpatient or ER"	"2"	"Pneumonia, unspecified"	"J18.9"	37	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Outpatient or ER"	"2"	"Emphysema, unspecified"	"J43.9"	11	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Outpatient or ER"	"2"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	19	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Outpatient or ER"	"2"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	16	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Outpatient or ER"	"2"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	171	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Outpatient or ER"	"2"	"Asthma, unspecified"	"J45.9"	24	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Outpatient or ER"	"2"	"Pneumonitis due to food and vomit"	"J69.0"	16	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Outpatient or ER"	"2"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	14	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Outpatient or ER"	"2"	"Respiratory failure, unspecified"	"J96.9"	10	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Medical Facility - Outpatient or ER"	"2"			384	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Decedent's home"	"4"	"Pneumonia, unspecified"	"J18.9"	63	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Decedent's home"	"4"	"Emphysema, unspecified"	"J43.9"	86	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Decedent's home"	"4"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	71	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Decedent's home"	"4"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	45	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Decedent's home"	"4"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	18	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Decedent's home"	"4"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1750	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Decedent's home"	"4"	"Asthma, unspecified"	"J45.9"	33	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Decedent's home"	"4"	"Bronchiectasis"	"J47"	24	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Decedent's home"	"4"	"Pneumonitis due to food and vomit"	"J69.0"	26	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Decedent's home"	"4"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	212	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Decedent's home"	"4"	"Interstitial pulmonary disease, unspecified"	"J84.9"	36	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Decedent's home"	"4"	"Chronic respiratory failure"	"J96.1"	28	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Decedent's home"	"4"	"Other disorders of lung"	"J98.4"	16	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Decedent's home"	"4"			2475	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Hospice facility"	"5"	"Bacterial pneumonia, unspecified"	"J15.9"	10	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Hospice facility"	"5"	"Pneumonia, unspecified"	"J18.9"	163	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Hospice facility"	"5"	"Emphysema, unspecified"	"J43.9"	20	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Hospice facility"	"5"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	156	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Hospice facility"	"5"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	25	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Hospice facility"	"5"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	984	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Hospice facility"	"5"	"Asthma, unspecified"	"J45.9"	12	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Hospice facility"	"5"	"Pneumonitis due to food and vomit"	"J69.0"	75	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Hospice facility"	"5"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	121	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Hospice facility"	"5"	"Interstitial pulmonary disease, unspecified"	"J84.9"	15	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Hospice facility"	"5"			1668	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Nursing home/long term care"	"6"	"Pneumonia, unspecified"	"J18.9"	42	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Nursing home/long term care"	"6"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	33	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Nursing home/long term care"	"6"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	477	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Nursing home/long term care"	"6"	"Pneumonitis due to food and vomit"	"J69.0"	37	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Nursing home/long term care"	"6"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	30	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Nursing home/long term care"	"6"	"Chronic respiratory failure"	"J96.1"	14	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Nursing home/long term care"	"6"			680	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Other"	"7"	"Pneumonia, unspecified"	"J18.9"	49	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Other"	"7"	"Emphysema, unspecified"	"J43.9"	11	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Other"	"7"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	22	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Other"	"7"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	15	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Other"	"7"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	369	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Other"	"7"	"Pneumonitis due to food and vomit"	"J69.0"	13	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Other"	"7"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	33	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"	"Other"	"7"			583	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"	"2021 "	"2021"					8757	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"Female"	"F"							37259	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"2018"	"2018"	"Medical Facility - Inpatient"	"1"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	35	Not Applicable	Not Applicable
